such,sʌtʃ,,ad.那么 a.这样的，这种的；那么的，如此程度的；上述的，该,初中
kick,kɪk,,n&v.踢,初中
ask,æsk,,v.询问， 问； 要求,初中
describe,dɪ'skraɪb,,v.描写， 描述； 说明,初中
through,θru,,ad.从头到尾， 自 prep.穿过，通过；在整个…期间，从头到尾；凭借，经由,初中
jazz,dʒæz,,a.爵士乐的 n.爵士乐,初中
run,rʌn,,"v.[run-run, running] 跑， 奔跑； 行驶， 驾驶； 蔓延， 伸展； 操作； 竞",初中
either,'iðɚ,,ad.也 a.任一的，每一的,初中
view,vju,,v.考虑， 认为； 观察， 看 n.看法，观点；视野，眼界；景色，风景,初中
ours,ɑrz,,pron.我们的,初中
white,hwaɪt,,a.白色的，白的；白种的 n.白色； 蛋白； 眼白,初中
furniture,'fɝnɪtʃɚ,,n.家具,初中
huge,hjudʒ,,a.庞大的， 巨大的,初中
yourself,jɔr'sɛlf,,pron.你自己； 你亲自,初中
donate,'donet,,v.捐赠， 赠送,初中
helpful,'hɛlpfl,,a.有益的， 有用的； 给予帮助的， 肯帮忙的,初中
those,ðoz,,pron.那些,初中
worry,ˈwʌrɪ,,v.担心，发愁；困扰，折磨 n.担心， 发愁， 忧虑,初中
imagine,ɪ'mædʒɪn,,v.想象， 设想； 料想， 猜想,初中
town,taʊn,,n.镇， 市镇； 市区， 市中心,初中
might,maɪt,,modal verb.可以〔用于礼貌地提出建议〕 n.力量；威力；权力,初中
telephone,ˈtɛləfon,,v.打电话 n.电话,初中
girl,ɡɝl,,n.姑娘， 女孩； 女儿,初中
delicious,dɪ'lɪʃəs,,a.美味的； 芬芳的； 宜人的,初中
worse,wɜrs,,a.更坏的；更糟的；更差的 n.更差[坏]的事物 ad.更严重地；更厉害地,初中
whatever,wət'ɛvɚ,,pron.无论什么， 不管什么； 任何…的事物， 凡是…的东西,初中
camp,kæmp,,v.露营， 扎营 n.营地，露营,初中
volunteer,",vɑlən'tɪr",,v.自愿 n.志愿者，志愿兵,初中
museum,mjuˈzɪəm,,n.博物馆,初中
everywhere,'ɛvrɪwɛr,,ad.到处， 各处， 无论何处,初中
worst,wɝst,,adv&adj.最坏， 最差， 最糟,初中
clothing,'kloðɪŋ,,n.服装， 衣着,初中
aloud,ə'laʊd,,ad.出声地， 大声地,初中
shop,ʃɑp,,n.商店， 店铺； 工厂， 车间,初中
Christmas,'krɪsməs,,n.圣诞节,初中
string,strɪŋ,,n.弦， 线， 细绳； 一串， 一行,初中
September,sɛp'tɛmbɚ,,n.九月,初中
distance,'dɪstəns,,n.距离， 间距； 遥远， 远方； 冷淡， 疏远； 久远,初中
color,'kʌlɚ,,n.颜色；颜料；肤色 vt.给…着色,初中
truck,trʌk,,n.卡车， 载重汽车； 敞篷货车,初中
book,bʊk,,v.预订，　预约 n.书，书籍；本子，簿册；,初中
show,ʃo,,v.表明， 证明； 显示， 出示； 带领； 教， 告知； 演出， 放映； 显现，,初中
nor,nɔr,,conj&adv.也不， 也没有,初中
Mars,mɑrz,,n.火星； 战神,初中
not,nɑt,,ad.不， 没， 不是,初中
arrive,ə'raɪv,,v.到达， 到来； 来临； 达到， 达成,初中
street,strit,,n.街道， 马路,初中
now,naʊ,,ad.现在， 如今； 此刻,初中
statement,'stetmənt,,n.陈述， 声明； 结算单， 报表,初中
Tuesday,ˈtuzdɪ;-de,,n.星期二,初中
shoe,ʃu,,n.鞋,初中
race,res,,n.比赛， 赛跑； 竞争； 人种， 种族,初中
near,nɪr,,ad.近，在近处 a.近的， 接近的； 亲近的 prep.靠近，接近,初中
introduce,ˌɪntrə'dus,,v.介绍； 引进， 传入； 提出供讨论； 采用,初中
war,wɔr,,n.战争； 斗争， 竞争,初中
way,we,,n.方法， 手段； 路， 路线； 方面； 方向； 习俗， 作风； 状况， 状态,初中
what,hwɒt; hwɑt,,pron.什么； 多么， 何等…的事物,初中
duty,'dʊti,,n.责任， 义务； 职责， 职务； 税， 关税,初中
risk,rɪsk,,v.冒…的危险， 使遭受危险 n.危险，风险；引起危险的事物；冒险,初中
window,'wɪndo,,n.窗户， 窗口,初中
rise,raɪz,,v.[rose-risen] 升起， 上升； 起立； 起床； 上涨， 增加； 反抗， 起义,初中
penny,'pɛni,,n.便士， 分,初中
play,ple,,v.玩， 游戏； 演奏， 播放； 扮演， 演出； 参加， 打,初中
yard,jɑrd,,n.院子， 场地； 码,初中
decide,dɪ'saɪd,,v.决定， 对…作出抉择； 使下决心,初中
rent,rɛnt,,v.租借，租用；出租，出借 n.租金； 出租； 裂缝， 分歧,初中
when,hwen; hwɛn,,ad.什么时候，何时；在…的时候 conj.在…时， 当…时； 然后,初中
fan,fæn,,v.煽动， 激起 n.扇子；扇形物；狂热爱好者，迷,初中
anxious,'æŋkʃəs,,a.焦虑的， 发愁的， 令人焦急的； 渴望的， 急,初中
slice,slaɪs,,v.切成片，削 n.薄片， 切片； 一份， 部分,初中
far,fɑr,,ad.远；久远；很大程度上，极 a.远的，　远方的；　久远的,初中
fat,fæt,,a.肥胖的；多脂肪的 n.脂肪； 肥肉,初中
catch,kætʃ,,v.[caught-caught] 抓住， 接住； 偶然撞见； 染上， 感染； 赶上， 追上；,初中
fax,fæks,,v.传真 n.传真；传真电文,初中
plan,plæn,,n.计划， 打算， 规划； 平面图， 示意图； 设计图,初中
case,kes,,n.事例， 实例； 情况， 事实； 病例； 案件； 箱， 盒； 手提箱,初中
give,ɡɪv,,v.[gave-given] 给予， 赠送； 供给， 提供； 做出， 发出,初中
double,'dʌbl,,a.双的， 双重的； 两倍的， 加倍的； 供两人用的， 双人的； 两面派的， 虚伪的,初中
eighteen,",e'tin",,num.十八,初中
phone,fon,,v.打电话 n.电话，电话机,初中
comfortable,ˈkʌmfɚtəbl,,a.舒适的， 舒服的； 宽裕的， 小康的,初中
slide,slaɪd,,v.（使）滑行，（使）滑动 n.滑梯,初中
style,staɪl,,n.风格， 文体； 式样， 类型； 流行式样， 时尚,初中
jungle,'dʒʌŋɡl,,n.丛林， 密林,初中
suit,sut,,n.一套衣服； 套,初中
card,kɑrd,,n.卡， 卡片； 请帖； 贺卡； 纸牌,初中
Yin,jɪn,,n.阴,初中
chocolate,ˈtʃɑkələt,,n.巧克力； 巧克力色,初中
care,kɛr,,v.关心，关怀；担心；介意 n.照顾， 护理； 小心， 注意； 忧虑； 挂念,初中
study,'stʌdi,,v.学习；研究，调查；细察，仔细端详 n.学习； 研究， 调查， 研究成果； 书房,初中
boss,bɑs,,n.老板， 上司， 头儿,初中
direct,dəˈrɛkt; daɪˈrɛkt,,ad.直接地 a.直接的；率直的，坦率的；顺行的 v.把…对准， 针对； 管理；,初中
exercise,'ɛksɚsaɪz,,n.锻炼， 运动； 练习， 习题； 运用， 行使； 操练， 演习,初中
fever,'fivɚ,,n.发热， 发烧； 狂热,初中
supermarket,'sʊpɚ'mɑrkɪt,,n.超市,初中
madam,'mædəm,,n.女士， 夫人,初中
kilo,'kilo,,n.千克,初中
seldom,'sɛldəm,,ad.很少， 不常,初中
physics,'fɪzɪks,,n.物理， 物理学,初中
protect,prə'tɛkt,,v.保护， 保卫,初中
stress,strɛs,,v.强调， 着重； 重读 n.压力，紧张；强调，重要性；重音,初中
display,dɪ'sple,,n&v.陈列， 展览； 显示， 表现,初中
wet,wɛt,,a.湿的，潮的；多雨的，雨天的 v.把…弄湿， 使潮湿,初中
born,bɔrn,,a.出生的， 产生的； 天生的,初中
kill,kɪl,,v.杀死， 扼杀； 终止， 否决； 使疼痛， 使非常痛苦； 消磨， 打发,初中
wrong,rɔŋ,,a.错误的，不正确的；不道德的，不正当的，不合法的 n.错误； 坏事； 不公,初中
porridge,'pɔrɪdʒ,,n.粥， 麦片粥,初中
shirt,ʃɝt,,n.衬衫,初中
criticize,'krɪtə'saɪz,,v.批评； 评论； 非难,初中
certain,'sɝtn,,a.某一， 某种； 肯定的， 确信的； 确实的， 无疑的,初中
board,bɔrd,,n.板， 牌子； 木板， 纸板； 委员会， 董事会， 理事会； 伙食,初中
shut,ʃʌt,,"v.[shut-shut, shutting]　关闭， 关上； 打烊",初中
luck,lʌk,,n.运气； 好运， 幸运,初中
simple,'sɪmpl,,a.简单的； 朴素的； 单纯的， 直率的； 迟钝的， 头脑简单的,初中
autograph,'ɔtəɡræf,,v.签名 n.亲笔签名,初中
eleventh,ɪ'lɛvnθ,,num.第十一,初中
influence,'ɪnfluəns,,v.影响， 感化 n.影响，影响力；产生影响力的人；势力，权势,初中
cloud,klaʊd,,v.使模糊， 使阴暗； 遮盖， 笼罩 n.云；一群，一团；阴影；天空,初中
whale,wel,,n.鲸,初中
talent,'tælənt,,n.天资， 才能； 人才,初中
few,fju,,pron.很少人；　有些，　一些 a.很少，几乎没有,初中
rain,ren,,v.下雨 n.雨；雨天；雨季,初中
violin,",vaɪə'lɪn",,n.小提琴,初中
king,kɪŋ,,n.君主， 国王； 巨子， 大王,初中
kind,kaɪnd,,a.亲切的， 和蔼的， 仁慈的 n.种类,初中
both,boθ,,pron.两者， 双方 a.两个…,初中
market,'mɑrkɪt,,v.销售， 出售 n.市场；股市,初中
important,ɪm'pɔrtnt,,a.重要的， 重大的； 有势力的， 有地位的,初中
keen,kin,,a.热心的； 激烈的； 敏锐的,初中
nine,naɪn,,num.九， 九个,初中
phrase,frez,,v.用语言表达， 叙述 n.短语，词组，用语,初中
outside,",aʊt'saɪd",,ad.在外面，向外面 a.外面的， 外部 prep.在…外面，向…外面；除…以外,初中
daily,'delɪ,,ad.每日，天天 a.每日的；日常的 n.日报,初中
keep,kip,,v.[kept-kept] 使保持， 使继续； 阻止， 防止； 履行， 遵守； 保存， 保,初中
yoghurt,'jogɚt,,n.酸奶， 酵母乳,初中
elementary,",ɛlɪ'mɛntri",,a.基本的， 基础的； 初级的， 小学的,初中
topic,'tɑpɪk,,n.题目， 话题； 主题,初中
skate,sket,,v.溜冰， 滑冰 n.冰鞋,初中
job,dʒɒb,,n.职业， 职位； 工作， 活儿； 职责， 责任,初中
sugar,'ʃʊgɚ,,v.在…中加糖 n.糖,初中
daughter,'dɔtɚ,,n.女儿,初中
who,hu,,pron.谁， 什么人； …的人； 他， 她， 他们,初中
game,ɡem,,n.游戏， 娱乐； 运动， 比赛,初中
why,hwaɪ,,ad.为什么；…的理由 int.咳， 哎呀,初中
forbid,fɚ'bɪd,,v.[forbade-forbidden] 不许， 禁止； 妨碍， 阻止,初中
captain,ˈkæptən,,n.船长， 机长； 上尉； 队长， 领队,初中
bowl,bol,,n.碗， 钵,初中
alone,ə'lon,,a.单独的， 孤独的； 单单， 仅； 独一无二的， 唯一的,初中
along,ə'lɔŋ,,ad.向前地；一道，一起 prep.沿着， 循着,初中
joy,dʒɔɪ,,n.欢乐， 喜悦； 乐事， 乐趣,初中
dialogue,ˈdaɪəˌlɔɡ,,n.对话,初中
America,əˈmɛrɪkə,,n.美国； 美洲,初中
sad,sæd,,a.悲哀的， 伤心的； 十分糟糕的， 令人伤心的,初中
diet,'daɪət,,v.进特种饮食， 节食 n.日常饮食；特种饮食，规定饮食,初中
win,wɪn,,v.〔在竞赛、游戏、选举等中〕获胜，赢 n.〔尤指在体育比赛中的〕胜利，赢,初中
sheep,ʃip,,n.羊，绵羊,初中
rest,rɛst,,v.休息， 睡眠； n.剩余部分，其余的人；休息；停止，静止；撑架，支座,初中
soccer,'sɑkɚ,,n.足球,初中
butter,'bʌtɚ,,n.黄油,初中
amount,ə'maʊnt,,v.合计 n.总额,初中
original,ə'rɪdʒənl,,a.最初的，原始的；新颖的，有创意的；原创性的 n.原件,初中
album,'ælbəm,,n.粘贴簿； 集邮簿； 相册； 音乐专辑,初中
electric,ɪ'lɛktrɪk,,a.电动的， 电的,初中
also,'ɔlso,,ad.而且， 也， 此外； 同样,初中
say,se,,v.说 n.决定权；发言权 interjection.哎，我说〔用于表示惊讶或引起别人注意〕,初中
sandwich,'sænwɪtʃ,,v.把…做成三明治； 夹入， 挤进 n.三明治，夹肉面包,初中
enough,ɪ'nʌf,,ad.足够地，充分地；相当，达到一定的程度 a.足够的,初中
increase,'ɪnkris,,n.增加， 增强； 增加， 增强,初中
shine,ʃaɪn,,v.照耀；发光，发亮；干得出色 n.光泽， 光,初中
spread,sprɛd,,v.展开，伸开；散布，蔓延；涂，敷 n.传播， 蔓延； 幅度， 范围； 涂抹在食物上,初中
afternoon,",æftɚ'nun",,n.下午， 午后,初中
attention,ə'tɛnʃən,,n.注意力， 专心； 关注； 关心； 立正姿势,初中
shiny,'ʃaɪni,,a.光亮的， 有光泽的； 反光的,初中
visit,'vɪzɪt,,n&v.参观， 访问,初中
headache,ˈhɛdˌek,,n.头痛； 令人头痛的人,初中
front,frʌnt,,a.前面的， 在前面的 n.前面，正面；前线，战线,初中
oneself,wʌn'sɛlf,,pron.自己， 自身； 亲自， 本人,初中
plane,plen,,n.飞机； 平面， 水平面,初中
parent,'pɛrənt,,n.父亲， 家长,初中
stupid,'stupɪd,,a.愚蠢的， 迟钝的； 无聊的； 恼人的,初中
bad,bæd,,a.坏的； 不利的； 差的， 有缺陷的； 邪恶的， 道德败坏的； 严重的， 厉害的；,初中
bring,brɪŋ,,v.[brought-brought] 带来， 拿来； 把…引来； 促使， 使发生,初中
bag,bæɡ,,v.把…装进袋子 n.袋；手提包，旅行袋,初中
sauce,sɔs,,n.沙司； 调味汁， 酱汁； 佐料,初中
awake,ə'wek,,a.醒着的 v.[awoke-awaken] 醒， 唤醒； 意识到， 醒悟,初中
kiss,kɪs,,n&v.吻,初中
hamburger,hæmbɝ​ɡɚ,,n.汉堡包,初中
offer,'ɔfɚ,,v.给予，提供；表示愿意；提出，提议 n.提供， 提议； 报价， 开价,初中
fit,fɪt,,v.可容纳，装进 a.〔尤因经常锻炼而〕健壮的，健康的 n.〔感情的〕冲动，一阵发作 v.〔疾病〕发作，突发,初中
robot,'robɑt,,n.机器人； 自动机械,初中
fix,fɪks,,v.修理； 固定； 安装； 安排， 确定； 整理， 收拾； 供给或准备,初中
need,nid,,v.需要；必须 n.需要， 必要； 缺乏； 迫切要求,初中
honest,'ɑnɪst,,a.诚实的， 正直的； 坦诚的， 直率的,初中
rank,ræŋk,,v.排列， 使排成行； 将…分等级； 属于某等级， 居某地位 n.等级；军衔，职衔,初中
cinema,'sɪnəmə,,n.电影院； 电影， 电影艺术,初中
rubbish,'rʌbɪʃ,,n.垃圾， 废物； 荒谬的念头； 废话,初中
surf,sɝf,,v.冲浪； 冲浪， 浏览 n.拍岸浪花；拍岸涛声；拍岸碎浪,初中
sure,ʃʊər; ʃʊr,,ad.确实； 当然 a.肯定的，有把握的；一定的，必然的；可靠的，稳妥的,初中
angry,ˈæŋgrɪ,,a.生气的， 发怒的， 愤怒的,初中
am,ɛm,,v.是,初中
an,"ən,æn",,indefinite article.一（个）〔用于以元音开头的单词前〕,初中
fold,fold,,v.折叠， 合拢 n.褶痕，褶缝,初中
as,æz; əz,,ad.同样，一样地 prep.当做， 作为； 像， 如同,初中
plastic,'plæstɪk,,a.塑料的；可塑的,初中
mysterious,mɪ'stɪrɪəs,,a.神秘的， 难以理解的,初中
plant,plænt,,n.植物； 作物； 工厂,初中
peace,pis,,n.和平， 和睦； 平静， 安宁， 安静,初中
drive,draɪv,,v.驱赶，驱使，迫使…去〔某处〕 n.驱车出行,初中
Atlantic,ət'læntɪk,,a.大西洋的 n.大西洋,初中
brother,'brʌðɚ,,n.兄弟； 教友， 会友,初中
hurt,hɝ​t,,v.弄伤 a.痛的；受伤的 n.〔对感情造成的〕伤害，痛苦,初中
strong,strɔŋ,,a.强壮的， 强有力的， 强大的； 牢固的； 坚强的， 坚定的； 强烈的， 浓的； 精,初中
deal,dil,,v.发放；给予；处理，对付 n.交易； 协议； 大量， 很多,初中
prove,pruv,,v.证明， 证实； 结果是， 原来是,初中
be,bi,,v.是， 就是； 在， 存在,初中
homeland,'homlænd,,n.祖国， 家乡,初中
maths,mæθs,,n.数学,初中
deaf,dɛf,,a.聋的； 不愿听的， 装聋的,初中
dead,dɛd,,ad.完全地； 绝对地 a.死的；无感觉的；呆板的 n.死者,初中
mouth,maʊθ,,n.嘴， 口,初中
adj.,səb'dʒek,,abbr.调整（adjacent）,初中
tomato,tə'meto,,n.番茄，西红柿,初中
sea,si,,n.海， 海洋,初中
sixth,sɪksθ,,num.第六 n.六分之一,初中
search,sɝtʃ,,n&v.搜索， 寻找； 搜查,初中
see,si,,v.[saw-seen] 看， 观看； 参见， 会晤； 领会， 理解； 想象； 把…看作； 发现； 体,初中
servant,'sɝvənt,,n.仆人；　公务员,初中
fool,ful,,v.欺骗，愚弄；干蠢事 a.愚蠢的 n.蠢人，笨蛋,初中
sudden,'sʌdn,,a.突然的，意外的 n.突然发生的事,初中
popularity,",pɑpju'lærəti",,n.普及； 流行,初中
mountain,ˈmaʊntn,,n.山；,初中
by,baɪ,,prep.被， 由； 凭借， 通过； 从…旁过去， 经由； 在…旁边， 靠近； 在…之前，,初中
whom,hum,,pron.谁,初中
wheat,wit,,n.小麦； 淡黄色； 朴实的人,初中
dear,dɪr,,a.亲爱的；昂贵的 int.啊，哎呀 n.亲爱的人,初中
tooth,tuθ,,n.牙，牙齿,初中
foot,fʊt,,n.脚，足,初中
sixty,'sɪksti,,num.六十， 六十个,初中
set,sɛt,,v.〔小心地〕放置，放下 n.〔物品的〕一套，一副，一组 a.在…位置的，位于…的,初中
outstanding,'aʊt'stændɪŋ,,a.杰出的； 明显的； 未解决的； 未偿付的,初中
escalator,'ɛskə'letɚ,,n.〈美〉自动扶梯,初中
medicine,ˈmedɪsn; mɛdəsn,,n.内服药； 医学； 内科学,初中
flu,flu,,n.流行性感冒,初中
food,fud,,n.食物， 食品,初中
fly,flaɪ,,v.乘飞机 v.〔棒球中〕击腾空球，击高飞球 n.蝇，苍蝇 a.时髦漂亮的,初中
partner,'pɑrtnɚ,,v.做…的搭档 n.配偶，搭档；伙伴，合伙人,初中
Thursday,ˈθɝzde; ˈθɝzdɪ,,n.星期四,初中
kilometer,ˈkɪləˌmitɚ; kəˈlɑmətɚ,,n.千米,初中
river,'rɪvɚ,,n.河流， 江， 川,初中
spider,'spaɪdɚ,,n.蜘蛛,初中
kite,kaɪt,,n.风筝； 纸鸢,初中
interview,'ɪntɚvju,,v.面试； 会见， 采访 n.接见，会见；面谈，面试,初中
bed,bɛd,,n.床； 床位； 床； 河床； 底,初中
bee,bi,,n.蜜蜂,初中
beauty,'bjuti,,n.美， 美丽； 美人； 美的东西,初中
scarf,skɑrf,,n.围巾； 披巾； 薄头巾,初中
language,'læŋɡwɪdʒ,,n.语言； 措辞； 说法,初中
do,du,,v.[did-done] 做， 从事； 实行， 进行； 尽力； 可用； 制作； 算出， 解答,初中
humorous,'hjumərəs,,a.幽默的， 诙谐的,初中
Friday,'fraɪdeɪ; -di,,n.星期五,初中
scary,'skɛri,,a.恐怖的， 吓人的,初中
which,wɪtʃ,,pron.哪一个， 哪一些； …的那个， …的那些； 那个， 那些,初中
disadvantage,",dɪsəd'væntɪdʒ",,n.缺点， 不利条件,初中
complain,kəm'plen,,v.抱怨， 诉苦； 投诉， 控告,初中
fourteen,",fɔr'tin",,num.十四,初中
she,ʃi,,pron.她,初中
knife,naɪf,,n.刀， 餐刀,初中
piece,pis,,n.片， 块， 段； 断片， 碎块,初中
western,'wɛstɚn,,a.西方的， 西部的,初中
carry,ˈkærɪ,,v.提， 挑， 背； 运送， 运载； 输送， 传送， 传播； 携带， 怀着； 支撑,初中
refrigerator,rɪ'frɪdʒəretɚ,,n.电冰箱,初中
elephant,ˈɛləfənt,,n.象,初中
party,'pɑrti,,n.社交聚会； 党， 政党； 一方， 当事人,初中
little,'lɪtl,,a.小的， 矮小的； 短的； 琐碎的， 微不足道的； 不多的， 少到,初中
however,haʊ'ɛvɚ,,ad.然而，仍然；无论如何 conj.不管怎样， 然而,初中
deep,dip,,a.深的， 厚的； 深切的， 强烈的； 深沉的； 浓的； 深刻的， 深,初中
shy,ʃaɪ,,a.腼腆的， 害羞的； 胆怯的； 有戒心的， 畏缩的,初中
for,fɚ; strong form fɔr,,prep.为， 为了； 给， 供； 代替， 代表； 因为， 由于； 就…而言； 往， 向,初中
fox,fɑks,,n.狐狸； 狡猾的人,初中
perhaps,pɚ'hæps,,ad.或许， 大概， 可能,初中
aunt,ænt,,n.姑姑， 姨妈， 伯母， 婶婶， 舅妈,初中
skill,skɪl,,n.技能， 技巧， 手艺； 熟练,初中
oak,ok,,n.橡树； 橡木,初中
trouble,'trʌbl,,n.麻烦， 苦恼， 困难； 疾病； 故障； 纠纷， 动乱,初中
divide,dɪ'vaɪd,,v.分，分隔；分配，分享；除；使产生分歧 n.分歧； 分开； 分界线， 分水岭,初中
sir,sɝ,,n.先生； [S-] 爵士,初中
class,klæs,,n.阶级， 社会等级； 班， 班级； 课； 种类， 门类； 等级， 级别,初中
sit,sɪt,,"v.[sat-sat, sitting] 坐， 就座； 坐落， 被安放； 使坐， 使就座",初中
over,'ovɚ,,prep.在…上方， 在…上面； 越过， 从一侧到另一侧； 高于， 超过； 在…期间；,初中
six,sɪks,,num.六， 六个,初中
football,'fʊtbɔl,,n.足球； 橄榄球,初中
dinner,'dɪnɚ,,n.正餐， 主餐； 宴会,初中
fork,fɔrk,,n.叉， 餐叉； 耙； 分叉， 岔口,初中
form,fɔrm,,v.形成， 构成 n.形式，种类；外形，外貌；表格,初中
farmer,'fɑmɚ,,n.农场主； 农民,初中
neither,ˈniðɚ,,ad.也不 pron.两者都不,初中
avoid,ə'vɔɪd,,v.避免； 避开， 躲开； 预防,初中
gate,ɡet,,n.大门； 有大门的出入口； 观众人数， 门票收入,初中
fresh,frɛʃ,,a.新的， 新到的； 新鲜的， 未经腌熏的,初中
he,hi,,pron.他； 一个人,初中
very,ˈvɛrɪ,,ad.很，非常；极其，完全地；正是 a.正是的， 恰好的； 完全的， 十足的,初中
big,bɪɡ,,a.大的， 巨大的； 重大的， 主要的； 年龄较大的， 长大了的,初中
practice,'præktɪs,,n.实践； 实践行动； 练习； 惯例， 习俗,初中
crowd,kraʊd,,v.聚集， 群集； 挤， 推 n.人群，群众；一群，一批,初中
sick,sɪk,,a.有病的， 患病的； 恶心的， 想吐的； 厌恶的； 心烦意乱的， 恼火的,初中
bit,bɪt,,n.一点儿， 少许； 小片， 小块,初中
corner,'kɔrnɚ,,n.角， 角落； 街角； 遥远的地区， 偏僻处； 困境，,初中
else,ɛls,,ad.其他， 另外,初中
four,fɔr,,num.四,初中
easily,'izəli,,ad.容易地， 不费力地,初中
beside,bɪ'saɪd,,prep.在…旁边； 在…附近； 和…相比,初中
join,dʒɔɪn,,v.参加， 加入； 连接， 接合,初中
if,ɪf,,conj.如果， 假如； 是否； 即使， 虽然,初中
costume,ˈkɑsˌtum,,n.戏装； 成套服装,初中
bathroom,'bæθrum,,n.浴室； 盥洗室,初中
sky,skaɪ,,n.天,初中
sentence,'sɛntəns,,v.宣判， 判决 n.句子；判决，宣判,初中
hallway,'hɔlwe,,n.走廊， 回廊； 门厅， 过道,初中
large,lɑrdʒ,,a.大的； 多的， 众多的,初中
surface,'sɝfɪs,,v.浮出水面； 浮现， 显露 n.表面，面；外表，外观,初中
in,ɪn,,prep.在…里， 在…内； 在…期间， 在…之内；,初中
tomorrow,tə'mɔro,,ad.明天 n.明天； 来日， 未来,初中
verb,vɝb,,n.动词,初中
metal,'mɛtl,,n.金属,初中
is,ɪz,,v.存在， 是,初中
it,ɪt,,pron.它； 他； ；,初中
fry,fraɪ,,v.油煎， 油炸,初中
drink,drɪŋk,,v.喝，饮 n.一杯[份]饮料；饮，喝,初中
announce,ə'naʊns,,v.宣布， 声称； 预告,初中
somebody,'sʌmbədi,,pron.某人，有人 n.重要人物,初中
India,'ɪndɪə,,n.印度,初中
traditional,trə'dɪʃənl,,a.传统的， 惯例的； 口传的， 传说的,初中
operate,'ɑpə'ret,,v.动手术； 起作用； 经营， 管理,初中
hello,həˈlo,,int.喂， 你好,初中
begin,bɪ'ɡɪn,,"v.[began-begun, beginning] 开始",初中
parrot,'pærət,,n.鹦鹉,初中
become,bɪ'kʌm,,v.[became-become] 变成， 成为； 开始变得,初中
alive,ə'laɪv,,a.活着的， 在世的； 存在的， 在起作用的； 有活力的， 活跃的， 有生,初中
weekend,ˈwikend,,a.周末的 n.周末,初中
noodle,'nudl,,n.面条,初中
plate,pleɪt,,n.盘子； 金属牌； 感光底片,初中
world,wɝld,,a.世界的， 世界范围的 n.世界，地球，天下；领域,初中
library,laɪˌbrɛrɪ,,n.图书馆， 藏书室； 藏书,初中
ability,əˈbɪlətɪ,,n.能力， 本领； 才能， 才智,初中
everything,'ɛvrɪ'θɪŋ,,pron.每件事， 一切； 最重要的东西,初中
camera,'kæmərə,,n.照相机； 摄影机， 摄像机,初中
table,'tebl,,n.桌子， 台子； 表格,初中
bread,brɛd,,n.面包； 生计， 谋生之道,初中
side,saɪd,,n.面， 侧面， 旁边； 方面； 一方， 一边； 山坡， 坡， 岸,初中
break,brek,,v.[broke-broken] 打破； 损坏， 弄坏； 破坏， 违反； 中止， 中断； 打破；,初中
restaurant,ˈrestərənt; rɛstərənt,,n.餐馆， 饭店,初中
change,tʃendʒ,,v.改变；交换，互换；兑换；换衣，换车 n.改变， 变化； 更改， 更换；,初中
draw,drɔ,,v.[drew-drawn] 画， 描绘； 拖， 拉； 拔出， 抽出； 提取， 汲取； 引起； 吸引； 推,初中
cupboard,'kʌbɚd,,n.柜橱,初中
off,ɔf,,ad.距， 离， 到； 离开； 出发， 起跑； 不发生， 取消； 断开， 不供,初中
joke,dʒok,,n.笑话， 玩笑,初中
knee,ni,,n.膝， 膝盖,初中
hide,haɪd,,v.把…藏起来，隐藏 n.〔可观察鸟兽行动的〕隐匿处，埋伏处,初中
century,ˈsɛntʃərɪ,,n.世纪， 百年,初中
instruction,ɪn'strʌkʃən,,n.命令， 指示； 教学， 教导,初中
discovery,dɪ'skʌvəri,,n.发现， 发觉； 被发现的事物,初中
candle,'kændl,,n.蜡烛,初中
report,rɪ'pɔrt,,v.报告， 汇报； 报道； 告发； 报到； 隶属， 对负责,初中
complete,kəm'plit,,a.十足的，彻底的；完成的 v.完成， 结束,初中
fun,fʌn,,a.有趣的，令人愉快的 n.有趣的事； 乐趣， 娱乐,初中
theirs,ðɛrz,,pron.他们的,初中
sign,saɪn,,v.签； 签署 n.标志，符号；招牌；征兆，迹象,初中
several,ˈsɛvrəl,,a.几个， 若干,初中
cotton,'kɑtn,,n.棉， 棉花； 棉线， 棉纱,初中
office,'ɔfɪs,,n.办公室， 办事处， 营业所； 处， 所， 局； 公职， 官职， 职责； 帮忙， 服务,初中
while,hwaɪl,,conj.当…的时候，和…同时；而，然而；虽然，尽管 n.一会儿， 时间,初中
northern,'nɔrðɚn,,a.北方的， 北部的,初中
second,'sɛkənd,,a.次等的，二等的 num.第二 n.秒， 瞬间,初中
that,ðæt,,determiner.那，那个〔指已经提到或已经知道的人、事物、想法等〕 conjunction.〔用于动词、名词或形容词后引导一个从句，表示某人所说或所想，或陈述一个事实或理由〕 ad.那么〔大、多等〕〔尤指通过手势比画来表示大小、数量等〕,初中
high,haɪ,,a.高的， 高度的； 高级的， 重要的； 高兴的， 愉快的； 正盛,初中
edge,ɛdʒ,,n.边， 边缘； 刀口， 刃； 优势， 优越地位,初中
son,sʌn,,n.儿子； 孩子,初中
skirt,skɝt,,n.裙子； 边缘， 外围,初中
than,ðæn,,conj.比 prep.与…比较,初中
me,mi,,pron.我,初中
level,'lɛvl,,a.平的， 水平的； 同高度的， 同程度 n.水平面，水平线；高度；水平，等级,初中
author,'ɔθɚ,,n.作家， 作者； 创始人， 发起者,初中
Europe,'jʊrəp,,n.欧洲,初中
meter,mitɚ,,n.米， 公尺,初中
